mapping_id,source_asset_type,source_stable_id,target_asset_type,target_stable_id,mapping_type,confidence,source_material_ids,evidence_locations,impact_scope,review_status,auto_apply_allowed,rollback_required,notes
MAP-CAND-001,textbook_chapter,TBPHY-CAND-002,knowledge_point,KPHY-CAND-009,related,0.94,物理教材八上（2024人教）(1).pdf,目录p5 第一章机械运动,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-002,textbook_chapter,TBPHY-CAND-003,knowledge_point,KPHY-CAND-012,related,0.94,物理教材八上（2024人教）(1).pdf,目录p5 第二章声现象,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-003,textbook_chapter,TBPHY-CAND-004,knowledge_point,KPHY-CAND-006,related,0.94,物理教材八上（2024人教）(1).pdf,目录p5 第三章物态变化,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-004,textbook_chapter,TBPHY-CAND-005,knowledge_point,KPHY-CAND-013,related,0.90,物理教材八上（2024人教）(1).pdf,目录p6 第四章光现象,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-005,textbook_chapter,TBPHY-CAND-006,knowledge_point,KPHY-CAND-013,related,0.90,物理教材八上（2024人教）(1).pdf,目录p6 第五章透镜及其应用,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-006,textbook_chapter,TBPHY-CAND-007,knowledge_point,KPHY-CAND-007,related,0.94,物理教材八上（2024人教）(1).pdf,目录p6 第六章质量与密度,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-007,textbook_chapter,TBPHY-CAND-009,knowledge_point,KPHY-CAND-010,related,0.90,物理教材八下（2024人教）(1).pdf,目录p4 第七章力,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-008,textbook_chapter,TBPHY-CAND-010,knowledge_point,KPHY-CAND-010,related,0.94,物理教材八下（2024人教）(1).pdf,目录p4 第八章运动和力,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-009,textbook_chapter,TBPHY-CAND-011,knowledge_point,KPHY-CAND-011,related,0.94,物理教材八下（2024人教）(1).pdf,目录p4 第九章压强,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-010,textbook_chapter,TBPHY-CAND-012,knowledge_point,KPHY-CAND-011,related,0.92,物理教材八下（2024人教）(1).pdf,目录p5 第十章浮力,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-011,textbook_chapter,TBPHY-CAND-013,knowledge_point,KPHY-CAND-015,related,0.94,物理教材八下（2024人教）(1).pdf,目录p5 第十一章功和机械能,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-012,textbook_chapter,TBPHY-CAND-014,knowledge_point,KPHY-CAND-015,related,0.90,物理教材八下（2024人教）(1).pdf,目录p5 第十二章简单机械,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-013,textbook_chapter,TBPHY-CAND-016,knowledge_point,KPHY-CAND-016,related,0.94,物理教材九全（2025秋.人教）(1).pdf,目录p4 第十三章内能,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-014,textbook_chapter,TBPHY-CAND-017,knowledge_point,KPHY-CAND-016,related,0.90,物理教材九全（2025秋.人教）(1).pdf,目录p4 第十四章内能的利用,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-015,textbook_chapter,TBPHY-CAND-018,knowledge_point,KPHY-CAND-017,related,0.92,物理教材九全（2025秋.人教）(1).pdf,目录p4 第十五章电流和电路,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-016,textbook_chapter,TBPHY-CAND-019,knowledge_point,KPHY-CAND-017,related,0.92,物理教材九全（2025秋.人教）(1).pdf,目录p5 第十六章电压电阻,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-017,textbook_chapter,TBPHY-CAND-020,knowledge_point,KPHY-CAND-017,related,0.94,物理教材九全（2025秋.人教）(1).pdf,目录p5 第十七章欧姆定律,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-018,textbook_chapter,TBPHY-CAND-021,knowledge_point,KPHY-CAND-018,related,0.94,物理教材九全（2025秋.人教）(1).pdf,目录p5 第十八章电功率,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-019,textbook_chapter,TBPHY-CAND-022,knowledge_point,KPHY-CAND-018,related,0.90,物理教材九全（2025秋.人教）(1).pdf,目录p6 第十九章生活用电,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-020,textbook_chapter,TBPHY-CAND-023,knowledge_point,KPHY-CAND-014,related,0.94,物理教材九全（2025秋.人教）(1).pdf,目录p6 第二十章电与磁,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-021,textbook_chapter,TBPHY-CAND-024,knowledge_point,KPHY-CAND-014,related,0.90,物理教材九全（2025秋.人教）(1).pdf,目录p6 第二十一章电磁波及其应用,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-022,textbook_chapter,TBPHY-CAND-025,knowledge_point,KPHY-CAND-019,related,0.94,物理教材九全（2025秋.人教）(1).pdf,目录p7 第二十二章能源与可持续发展,textbook_alignment,pending_review,false,true,candidate only
MAP-CAND-023,curriculum_standard_item,CSPHY-CAND-005,knowledge_point,KPHY-CAND-006,equivalent,0.94,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p12 section 1.1.3,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-024,curriculum_standard_item,CSPHY-CAND-006,knowledge_point,KPHY-CAND-007,equivalent,0.94,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p13 section 1.2.3,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-025,curriculum_standard_item,CSPHY-CAND-007,knowledge_point,KPHY-CAND-009,equivalent,0.94,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p18 section 2.2.1,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-026,curriculum_standard_item,CSPHY-CAND-008,knowledge_point,KPHY-CAND-010,related,0.90,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p18 section 2.2.3,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-027,curriculum_standard_item,CSPHY-CAND-009,knowledge_point,KPHY-CAND-010,related,0.90,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p18-p19 section 2.2.5,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-028,curriculum_standard_item,CSPHY-CAND-010,knowledge_point,KPHY-CAND-015,related,0.88,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p19 section 2.2.6,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-029,curriculum_standard_item,CSPHY-CAND-011,knowledge_point,KPHY-CAND-011,equivalent,0.92,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p19 section 2.2.7,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-030,curriculum_standard_item,CSPHY-CAND-012,knowledge_point,KPHY-CAND-011,related,0.92,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p19-p20 section 2.2.9,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-031,curriculum_standard_item,CSPHY-CAND-013,knowledge_point,KPHY-CAND-012,equivalent,0.94,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p20 section 2.3.2,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-032,curriculum_standard_item,CSPHY-CAND-014,knowledge_point,KPHY-CAND-013,related,0.92,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p20-p21 section 2.3.5,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-033,curriculum_standard_item,CSPHY-CAND-015,knowledge_point,KPHY-CAND-014,related,0.92,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p21-p22 section 2.4.5,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-034,curriculum_standard_item,CSPHY-CAND-016,knowledge_point,KPHY-CAND-014,related,0.92,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p22 section 2.4.6,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-035,curriculum_standard_item,CSPHY-CAND-017,knowledge_point,KPHY-CAND-016,equivalent,0.90,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p26 section 3.3.2,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-036,curriculum_standard_item,CSPHY-CAND-018,knowledge_point,KPHY-CAND-017,related,0.92,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p27 section 3.4.2,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-037,curriculum_standard_item,CSPHY-CAND-019,knowledge_point,KPHY-CAND-018,related,0.88,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p27 section 3.4.7,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-038,curriculum_standard_item,CSPHY-CAND-020,knowledge_point,KPHY-CAND-019,equivalent,0.92,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p28 section 3.6,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-039,curriculum_standard_item,CSPHY-CAND-021,knowledge_point,KPHY-CAND-020,related,0.90,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p32 section 4.1.9,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-040,curriculum_standard_item,CSPHY-CAND-022,knowledge_point,KPHY-CAND-021,related,0.90,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p33-p34 section 4.2.12,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-041,curriculum_standard_item,CSPHY-CAND-023,knowledge_point,KPHY-CAND-005,related,0.86,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p37 section 5.1.2,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-042,curriculum_standard_item,CSPHY-CAND-024,knowledge_point,KPHY-CAND-005,related,0.86,《义务教育物理课程标准·日常修订版》(2022年版2025年修订)(2).pdf,p38 section 5.2.2,curriculum_alignment,pending_review,false,true,candidate only
MAP-CAND-043,exam_point,EPHY-CAND-001,knowledge_point,KPHY-CAND-009,related,0.82,2016广州中考年报.pdf;2022广州中考.pdf,2016年报p2 Q1;2022真题p1 Q1,exam_alignment,pending_review,false,true,candidate only
MAP-CAND-044,exam_point,EPHY-CAND-002,knowledge_point,KPHY-CAND-012,related,0.86,2019广州中考.pdf;2024广州中考.pdf;2025广州中考.pdf,2019真题p1 Q1;2024真题p1 Q2;2025真题p1 Q1,exam_alignment,pending_review,false,true,candidate only
MAP-CAND-045,exam_point,EPHY-CAND-003,knowledge_point,KPHY-CAND-006,related,0.82,2020广州中考（含答案）.pdf;2024广州中考.pdf,2020真题p1 Q3;2024真题p2 Q5,exam_alignment,pending_review,false,true,candidate only
MAP-CAND-046,exam_point,EPHY-CAND-005,knowledge_point,KPHY-CAND-019,related,0.84,2021广州中考.pdf;2024广州中考年报.pdf;2025广州中考年报.pdf,2021真题p1 Q1;2024年报p1-p2;2025年报p1-p2,exam_alignment,pending_review,false,true,candidate only
MAP-CAND-047,exam_point,EPHY-CAND-006,knowledge_point,KPHY-CAND-010,related,0.86,2016广州中考年报.pdf;2025广州中考年报.pdf,2016年报p1;2025年报p1-p2,exam_alignment,pending_review,false,true,candidate only
MAP-CAND-048,exam_point,EPHY-CAND-007,knowledge_point,KPHY-CAND-011,related,0.82,2019广州中考.pdf;2022广州中考.pdf;2024广州中考.pdf,2019真题p1 Q5;2022真题p2 Q6;2024真题p2 Q4,exam_alignment,pending_review,false,true,candidate only
MAP-CAND-049,exam_point,EPHY-CAND-010,knowledge_point,KPHY-CAND-013,related,0.82,2021广州中考-参考答案.pdf;2025广州中考.pdf,2021答案p1 Q11;2025真题p2 Q5,exam_alignment,pending_review,false,true,candidate only
MAP-CAND-050,exam_point,EPHY-CAND-012,knowledge_point,KPHY-CAND-017,related,0.82,2016广州中考年报.pdf;2025广州中考年报.pdf,2016年报p1;2025年报p2 Q16-Q17,exam_alignment,pending_review,false,true,candidate only
MAP-CAND-051,exam_point,EPHY-CAND-013,knowledge_point,KPHY-CAND-014,related,0.84,2019广州中考.pdf;2025广州中考.pdf,2019真题p2-p3 Q6-Q10;2025真题p1 Q3,exam_alignment,pending_review,false,true,candidate only
MAP-CAND-052,exam_point,EPHY-CAND-014,knowledge_point,KPHY-CAND-021,related,0.88,2021广州中考年报.pdf;2023广州中考年报.pdf;2024广州中考年报.pdf,2021年报p1-p2;2023年报p2;2024年报p1-p2,exam_alignment,pending_review,false,true,candidate only
MAP-CAND-053,trend_summary,TRPHY-CAND-001,exam_point,EPHY-CAND-015,related,0.86,2021广州中考年报.pdf;2023广州中考年报.pdf;2025广州中考年报.pdf,2021年报p1;2023年报p1-p2;2025年报p1,trend_to_exam_point,pending_review,false,true,candidate only
MAP-CAND-054,trend_summary,TRPHY-CAND-002,exam_point,EPHY-CAND-015,related,0.88,2021广州中考年报.pdf;2023广州中考年报.pdf;2024广州中考年报.pdf;2025广州中考年报.pdf,2021年报p2;2023年报p2;2024年报p1;2025年报p1,trend_to_exam_point,pending_review,false,true,candidate only
MAP-CAND-055,trend_summary,TRPHY-CAND-003,exam_point,EPHY-CAND-016,related,0.83,2023广州中考年报.pdf;2024广州中考年报.pdf;2025广州中考年报.pdf,2023年报p1-p2;2024年报p2;2025年报p1-p2,trend_to_exam_point,pending_review,false,true,candidate only
