issue_id,entity_type,entity_id,issue_type,issue_summary,severity,recommended_action,review_status,production_eligible
QI-C003-0106,year_report_observation,YRO-C003-2020-10,year_report_metric_review_required,已自动定位年报p25，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0107,year_report_observation,YRO-C003-2020-11,year_report_metric_review_required,已自动定位年报p27，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0108,year_report_observation,YRO-C003-2020-12,year_report_metric_review_required,已自动定位年报p31，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0109,year_report_observation,YRO-C003-2020-13,year_report_metric_review_required,已自动定位年报p34，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0110,year_report_observation,YRO-C003-2020-14,year_report_metric_review_required,已自动定位年报p5，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0111,year_report_observation,YRO-C003-2020-15,year_report_metric_review_required,已自动定位年报p44，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0112,year_report_observation,YRO-C003-2020-16,year_report_metric_review_required,已自动定位年报p46，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0113,year_report_observation,YRO-C003-2020-17,year_report_metric_review_required,已自动定位年报p49，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0114,year_report_observation,YRO-C003-2020-18,year_report_metric_review_required,已自动定位年报p53，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0115,year_report_observation,YRO-C003-2020-19,year_report_metric_review_required,已自动定位年报p59，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0116,year_report_observation,YRO-C003-2020-20,year_report_metric_review_required,已自动定位年报p6，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0117,year_report_observation,YRO-C003-2020-21,year_report_metric_review_required,已自动定位年报p70，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0118,year_report_observation,YRO-C003-2020-22,year_report_metric_review_required,已自动定位年报p74，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0119,year_report_observation,YRO-C003-2020-23,year_report_metric_review_required,已自动定位年报p7，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0120,year_report_observation,YRO-C003-2020-24,year_report_metric_review_required,已自动定位年报p80，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0121,year_report_observation,YRO-C003-2021-01,year_report_discrimination_review_required,已自动定位年报p3并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0122,year_report_observation,YRO-C003-2021-02,year_report_discrimination_review_required,已自动定位年报p5并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0123,year_report_observation,YRO-C003-2021-03,year_report_discrimination_review_required,已自动定位年报p7并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0124,year_report_observation,YRO-C003-2021-04,year_report_metric_review_required,已自动定位年报p8，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0125,year_report_observation,YRO-C003-2021-05,year_report_discrimination_review_required,已自动定位年报p9并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0126,year_report_observation,YRO-C003-2021-06,year_report_discrimination_review_required,已自动定位年报p10并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0127,year_report_observation,YRO-C003-2021-07,year_report_discrimination_review_required,已自动定位年报p11并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0128,year_report_observation,YRO-C003-2021-08,year_report_discrimination_review_required,已自动定位年报p12并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0129,year_report_observation,YRO-C003-2021-09,year_report_metric_review_required,已自动定位年报p13，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0130,year_report_observation,YRO-C003-2021-10,year_report_discrimination_review_required,已自动定位年报p15并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0131,year_report_observation,YRO-C003-2021-11,year_report_metric_review_required,已自动定位年报p1，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0132,year_report_observation,YRO-C003-2021-12,year_report_metric_review_required,已自动定位年报p24，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0133,year_report_observation,YRO-C003-2021-13,year_report_metric_review_required,已自动定位年报p28，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0134,year_report_observation,YRO-C003-2021-14,year_report_discrimination_review_required,已自动定位年报p30并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0135,year_report_observation,YRO-C003-2021-15,year_report_discrimination_review_required,已自动定位年报p31并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0136,year_report_observation,YRO-C003-2021-16,year_report_metric_review_required,已自动定位年报p34，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0137,year_report_observation,YRO-C003-2021-17,year_report_metric_review_required,已自动定位年报p40，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0138,year_report_observation,YRO-C003-2021-18,year_report_metric_review_required,已自动定位年报p42，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0139,year_report_observation,YRO-C003-2022-01,year_report_discrimination_review_required,已自动定位年报p10并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0140,year_report_observation,YRO-C003-2022-02,year_report_discrimination_review_required,已自动定位年报p10并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0141,year_report_observation,YRO-C003-2022-03,year_report_discrimination_review_required,已自动定位年报p11并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0142,year_report_observation,YRO-C003-2022-04,year_report_discrimination_review_required,已自动定位年报p12并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0143,year_report_observation,YRO-C003-2022-05,year_report_discrimination_review_required,已自动定位年报p13并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0144,year_report_observation,YRO-C003-2022-06,year_report_discrimination_review_required,已自动定位年报p14并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0145,year_report_observation,YRO-C003-2022-07,year_report_metric_review_required,已自动定位年报p52，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0146,year_report_observation,YRO-C003-2022-08,year_report_discrimination_review_required,已自动定位年报p16并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0147,year_report_observation,YRO-C003-2022-09,year_report_discrimination_review_required,已自动定位年报p17并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0148,year_report_observation,YRO-C003-2022-10,year_report_metric_review_required,已自动定位年报p18，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0149,year_report_observation,YRO-C003-2022-11,year_report_discrimination_review_required,已自动定位年报p19并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0150,year_report_observation,YRO-C003-2022-12,year_report_metric_review_required,已自动定位年报p22，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0151,year_report_observation,YRO-C003-2022-13,year_report_metric_review_required,已自动定位年报p23，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0152,year_report_observation,YRO-C003-2022-14,year_report_metric_review_required,已自动定位年报p25，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0153,year_report_observation,YRO-C003-2022-15,year_report_metric_review_required,已自动定位年报p29，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0154,year_report_observation,YRO-C003-2022-16,year_report_metric_review_required,已自动定位年报p30，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0155,year_report_observation,YRO-C003-2022-17,year_report_discrimination_review_required,已自动定位年报p34并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0156,year_report_observation,YRO-C003-2022-18,year_report_metric_review_required,已自动定位年报p38，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0157,year_report_observation,YRO-C003-2023-01,year_report_discrimination_review_required,已自动定位年报p3并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0158,year_report_observation,YRO-C003-2023-02,year_report_discrimination_review_required,已自动定位年报p4并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0159,year_report_observation,YRO-C003-2023-03,year_report_discrimination_review_required,已自动定位年报p3并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0160,year_report_observation,YRO-C003-2023-04,year_report_discrimination_review_required,已自动定位年报p6并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0161,year_report_observation,YRO-C003-2023-05,year_report_discrimination_review_required,已自动定位年报p7并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0162,year_report_observation,YRO-C003-2023-06,year_report_discrimination_review_required,已自动定位年报p8并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0163,year_report_observation,YRO-C003-2023-07,year_report_discrimination_review_required,已自动定位年报p9并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0164,year_report_observation,YRO-C003-2023-08,year_report_discrimination_review_required,已自动定位年报p10并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0165,year_report_observation,YRO-C003-2023-09,year_report_metric_review_required,已自动定位年报p11，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0166,year_report_observation,YRO-C003-2023-10,year_report_discrimination_review_required,已自动定位年报p13并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0167,year_report_observation,YRO-C003-2023-11,year_report_metric_review_required,已自动定位年报p15，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0168,year_report_observation,YRO-C003-2023-12,year_report_discrimination_review_required,已自动定位年报p18并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0169,year_report_observation,YRO-C003-2023-13,year_report_discrimination_review_required,已自动定位年报p21并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0170,year_report_observation,YRO-C003-2023-14,year_report_metric_review_required,已自动定位年报p26，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0171,year_report_observation,YRO-C003-2023-15,year_report_metric_review_required,已自动定位年报p29，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0172,year_report_observation,YRO-C003-2023-16,year_report_metric_review_required,已自动定位年报p1，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0173,year_report_observation,YRO-C003-2023-17,year_report_discrimination_review_required,已自动定位年报p2并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0174,year_report_observation,YRO-C003-2023-18,year_report_metric_review_required,已自动定位年报p44，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0175,year_report_observation,YRO-C003-2024-01,year_report_discrimination_review_required,已自动定位年报p6并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0176,year_report_observation,YRO-C003-2024-02,year_report_discrimination_review_required,已自动定位年报p7并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0177,year_report_observation,YRO-C003-2024-03,year_report_discrimination_review_required,已自动定位年报p7并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0178,year_report_observation,YRO-C003-2024-04,year_report_discrimination_review_required,已自动定位年报p8并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0179,year_report_observation,YRO-C003-2024-05,year_report_discrimination_review_required,已自动定位年报p9并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0180,year_report_observation,YRO-C003-2024-06,year_report_discrimination_review_required,已自动定位年报p10并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0181,year_report_observation,YRO-C003-2024-07,year_report_discrimination_review_required,已自动定位年报p11并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0182,year_report_observation,YRO-C003-2024-08,year_report_discrimination_review_required,已自动定位年报p12并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0183,year_report_observation,YRO-C003-2024-09,year_report_discrimination_review_required,已自动定位年报p13并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0184,year_report_observation,YRO-C003-2024-10,year_report_discrimination_review_required,已自动定位年报p14并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0185,year_report_observation,YRO-C003-2024-11,year_report_page_unverified,年报逐题页码仍未自动定位,medium,人工定位年报逐题页码并核验难度区分度,pending_review,false
QI-C003-0186,year_report_observation,YRO-C003-2024-12,year_report_page_unverified,年报逐题页码仍未自动定位,medium,人工定位年报逐题页码并核验难度区分度,pending_review,false
QI-C003-0187,year_report_observation,YRO-C003-2024-13,year_report_discrimination_review_required,已自动定位年报p22并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0188,year_report_observation,YRO-C003-2024-14,year_report_discrimination_review_required,已自动定位年报p27并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0189,year_report_observation,YRO-C003-2024-15,year_report_discrimination_review_required,已自动定位年报p30并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0190,year_report_observation,YRO-C003-2024-16,year_report_discrimination_review_required,已自动定位年报p36并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0191,year_report_observation,YRO-C003-2024-17,year_report_page_unverified,年报逐题页码仍未自动定位,medium,人工定位年报逐题页码并核验难度区分度,pending_review,false
QI-C003-0192,year_report_observation,YRO-C003-2024-18,year_report_metric_review_required,已自动定位年报p45，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0193,year_report_observation,YRO-C003-2025-01,year_report_discrimination_review_required,已自动定位年报p7并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0194,year_report_observation,YRO-C003-2025-02,year_report_human_confirmation_required,已自动定位年报p7并提取难度/区分度，仍需人工确认,low,抽样核对原年报页码、难度、区分度和教学建议后关闭,pending_review,false
QI-C003-0195,year_report_observation,YRO-C003-2025-03,year_report_discrimination_review_required,已自动定位年报p8并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0196,year_report_observation,YRO-C003-2025-04,year_report_discrimination_review_required,已自动定位年报p9并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0197,year_report_observation,YRO-C003-2025-05,year_report_discrimination_review_required,已自动定位年报p10并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0198,year_report_observation,YRO-C003-2025-06,year_report_discrimination_review_required,已自动定位年报p12并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0199,year_report_observation,YRO-C003-2025-07,year_report_discrimination_review_required,已自动定位年报p13并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0200,year_report_observation,YRO-C003-2025-08,year_report_discrimination_review_required,已自动定位年报p14并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0201,year_report_observation,YRO-C003-2025-09,year_report_metric_review_required,已自动定位年报p15，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0202,year_report_observation,YRO-C003-2025-10,year_report_discrimination_review_required,已自动定位年报p17并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0203,year_report_observation,YRO-C003-2025-11,year_report_discrimination_review_required,已自动定位年报p17并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0204,year_report_observation,YRO-C003-2025-12,year_report_metric_review_required,已自动定位年报p42，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0205,year_report_observation,YRO-C003-2025-13,year_report_discrimination_review_required,已自动定位年报p22并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0206,year_report_observation,YRO-C003-2025-14,year_report_discrimination_review_required,已自动定位年报p24并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0207,year_report_observation,YRO-C003-2025-15,year_report_metric_review_required,已自动定位年报p2，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0208,year_report_observation,YRO-C003-2025-16,year_report_discrimination_review_required,已自动定位年报p29并提取难度，区分度和教学建议仍需人工摘录,low,人工核验区分度、典型错误和教学建议,pending_review,false
QI-C003-0209,year_report_observation,YRO-C003-2025-17,year_report_metric_review_required,已自动定位年报p2，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
QI-C003-0210,year_report_observation,YRO-C003-2025-18,year_report_metric_review_required,已自动定位年报p1，难度区分度和教学建议仍需人工摘录,low,人工核验难度、区分度、典型错误和教学建议,pending_review,false
