observation_id,year,question_id,question_number,source_material_ids,source_file,evidence_locations,official_exam_point_summary,difficulty_value,discrimination_value,option_distribution_summary,common_errors_summary,teaching_suggestion_summary,confidence,review_status,production_eligible,notes
YRO-C003-2016-01,2016,QPHY-C003-2016-01,1,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-02,2016,QPHY-C003-2016-02,2,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-03,2016,QPHY-C003-2016-03,3,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-04,2016,QPHY-C003-2016-04,4,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-05,2016,QPHY-C003-2016-05,5,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-06,2016,QPHY-C003-2016-06,6,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-07,2016,QPHY-C003-2016-07,7,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-08,2016,QPHY-C003-2016-08,8,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-09,2016,QPHY-C003-2016-09,9,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-10,2016,QPHY-C003-2016-10,10,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-11,2016,QPHY-C003-2016-11,11,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-12,2016,QPHY-C003-2016-12,12,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-13,2016,QPHY-C003-2016-13,13,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-14,2016,QPHY-C003-2016-14,14,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-15,2016,QPHY-C003-2016-15,15,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-16,2016,QPHY-C003-2016-16,16,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-17,2016,QPHY-C003-2016-17,17,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-18,2016,QPHY-C003-2016-18,18,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-19,2016,QPHY-C003-2016-19,19,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-20,2016,QPHY-C003-2016-20,20,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-21,2016,QPHY-C003-2016-21,21,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-22,2016,QPHY-C003-2016-22,22,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-23,2016,QPHY-C003-2016-23,23,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2016-24,2016,QPHY-C003-2016-24,24,SRC-C003-007,2016广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-01,2017,QPHY-C003-2017-01,1,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-02,2017,QPHY-C003-2017-02,2,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-03,2017,QPHY-C003-2017-03,3,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-04,2017,QPHY-C003-2017-04,4,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-05,2017,QPHY-C003-2017-05,5,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-06,2017,QPHY-C003-2017-06,6,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-07,2017,QPHY-C003-2017-07,7,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-08,2017,QPHY-C003-2017-08,8,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-09,2017,QPHY-C003-2017-09,9,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-10,2017,QPHY-C003-2017-10,10,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-11,2017,QPHY-C003-2017-11,11,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-12,2017,QPHY-C003-2017-12,12,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-13,2017,QPHY-C003-2017-13,13,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-14,2017,QPHY-C003-2017-14,14,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-15,2017,QPHY-C003-2017-15,15,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-16,2017,QPHY-C003-2017-16,16,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-17,2017,QPHY-C003-2017-17,17,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-18,2017,QPHY-C003-2017-18,18,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-19,2017,QPHY-C003-2017-19,19,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-20,2017,QPHY-C003-2017-20,20,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-21,2017,QPHY-C003-2017-21,21,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-22,2017,QPHY-C003-2017-22,22,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-23,2017,QPHY-C003-2017-23,23,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2017-24,2017,QPHY-C003-2017-24,24,SRC-C003-010,2017广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-01,2018,QPHY-C003-2018-01,1,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-02,2018,QPHY-C003-2018-02,2,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-03,2018,QPHY-C003-2018-03,3,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-04,2018,QPHY-C003-2018-04,4,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-05,2018,QPHY-C003-2018-05,5,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-06,2018,QPHY-C003-2018-06,6,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-07,2018,QPHY-C003-2018-07,7,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-08,2018,QPHY-C003-2018-08,8,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-09,2018,QPHY-C003-2018-09,9,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-10,2018,QPHY-C003-2018-10,10,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-11,2018,QPHY-C003-2018-11,11,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-12,2018,QPHY-C003-2018-12,12,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-13,2018,QPHY-C003-2018-13,13,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-14,2018,QPHY-C003-2018-14,14,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-15,2018,QPHY-C003-2018-15,15,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-16,2018,QPHY-C003-2018-16,16,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-17,2018,QPHY-C003-2018-17,17,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-18,2018,QPHY-C003-2018-18,18,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-19,2018,QPHY-C003-2018-19,19,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-20,2018,QPHY-C003-2018-20,20,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2018-21,2018,QPHY-C003-2018-21,21,SRC-C003-013,2018广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
