observation_id,year,question_id,question_number,source_material_ids,source_file,evidence_locations,official_exam_point_summary,difficulty_value,discrimination_value,option_distribution_summary,common_errors_summary,teaching_suggestion_summary,confidence,review_status,production_eligible,notes
YRO-C003-2022-02,2022,QPHY-C003-2022-02,2,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-03,2022,QPHY-C003-2022-03,3,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-04,2022,QPHY-C003-2022-04,4,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-05,2022,QPHY-C003-2022-05,5,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-06,2022,QPHY-C003-2022-06,6,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-07,2022,QPHY-C003-2022-07,7,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-08,2022,QPHY-C003-2022-08,8,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-09,2022,QPHY-C003-2022-09,9,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-10,2022,QPHY-C003-2022-10,10,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-11,2022,QPHY-C003-2022-11,11,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-12,2022,QPHY-C003-2022-12,12,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-13,2022,QPHY-C003-2022-13,13,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-14,2022,QPHY-C003-2022-14,14,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-15,2022,QPHY-C003-2022-15,15,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-16,2022,QPHY-C003-2022-16,16,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-17,2022,QPHY-C003-2022-17,17,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2022-18,2022,QPHY-C003-2022-18,18,SRC-C003-024,2022广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-01,2023,QPHY-C003-2023-01,1,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-02,2023,QPHY-C003-2023-02,2,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-03,2023,QPHY-C003-2023-03,3,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-04,2023,QPHY-C003-2023-04,4,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-05,2023,QPHY-C003-2023-05,5,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-06,2023,QPHY-C003-2023-06,6,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-07,2023,QPHY-C003-2023-07,7,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-08,2023,QPHY-C003-2023-08,8,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-09,2023,QPHY-C003-2023-09,9,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-10,2023,QPHY-C003-2023-10,10,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-11,2023,QPHY-C003-2023-11,11,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-12,2023,QPHY-C003-2023-12,12,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-13,2023,QPHY-C003-2023-13,13,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-14,2023,QPHY-C003-2023-14,14,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-15,2023,QPHY-C003-2023-15,15,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-16,2023,QPHY-C003-2023-16,16,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-17,2023,QPHY-C003-2023-17,17,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2023-18,2023,QPHY-C003-2023-18,18,SRC-C003-027,2023广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-01,2024,QPHY-C003-2024-01,1,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-02,2024,QPHY-C003-2024-02,2,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-03,2024,QPHY-C003-2024-03,3,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-04,2024,QPHY-C003-2024-04,4,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-05,2024,QPHY-C003-2024-05,5,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-06,2024,QPHY-C003-2024-06,6,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-07,2024,QPHY-C003-2024-07,7,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-08,2024,QPHY-C003-2024-08,8,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-09,2024,QPHY-C003-2024-09,9,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-10,2024,QPHY-C003-2024-10,10,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-11,2024,QPHY-C003-2024-11,11,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-12,2024,QPHY-C003-2024-12,12,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-13,2024,QPHY-C003-2024-13,13,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-14,2024,QPHY-C003-2024-14,14,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-15,2024,QPHY-C003-2024-15,15,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-16,2024,QPHY-C003-2024-16,16,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-17,2024,QPHY-C003-2024-17,17,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2024-18,2024,QPHY-C003-2024-18,18,SRC-C003-030,2024广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-01,2025,QPHY-C003-2025-01,1,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-02,2025,QPHY-C003-2025-02,2,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-03,2025,QPHY-C003-2025-03,3,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-04,2025,QPHY-C003-2025-04,4,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-05,2025,QPHY-C003-2025-05,5,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-06,2025,QPHY-C003-2025-06,6,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-07,2025,QPHY-C003-2025-07,7,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-08,2025,QPHY-C003-2025-08,8,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-09,2025,QPHY-C003-2025-09,9,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-10,2025,QPHY-C003-2025-10,10,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-11,2025,QPHY-C003-2025-11,11,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-12,2025,QPHY-C003-2025-12,12,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-13,2025,QPHY-C003-2025-13,13,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-14,2025,QPHY-C003-2025-14,14,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-15,2025,QPHY-C003-2025-15,15,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-16,2025,QPHY-C003-2025-16,16,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-17,2025,QPHY-C003-2025-17,17,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
YRO-C003-2025-18,2025,QPHY-C003-2025-18,18,SRC-C003-033,2025广州中考年报.pdf,年报全卷/逐题分析待人工定位,年报存在；自动逐题页码定位不足，需人工核验难度、区分度、学生错误和教学建议,,,,来源定位不足,来源定位不足,0.50,pending_review,false,candidate year-report observation
